transaction_id,ground_truth_status,ground_truth_reason,expected_exception_category
TXN9309,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9310,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9311,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9312,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9313,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9314,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9315,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9316,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9317,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9318,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9319,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9320,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9321,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9322,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9323,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9324,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9325,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9326,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9327,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9328,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9329,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9330,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9331,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9332,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9333,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9334,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9335,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9336,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9337,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9338,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9339,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9340,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9341,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9342,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9343,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9344,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9345,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9346,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9347,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9348,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9349,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9350,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9351,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9352,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9353,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9354,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9355,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9356,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9357,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9358,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9359,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9360,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9361,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9362,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9363,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9364,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9365,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9366,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9367,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9368,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9369,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9370,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9371,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9372,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9373,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9374,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9375,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9376,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9377,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9378,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9379,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9380,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9381,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9382,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9383,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9384,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9385,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9386,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9387,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9388,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9389,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9390,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9391,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9392,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9393,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9394,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9395,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9396,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9397,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9398,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9399,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9400,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9401,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9402,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9403,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9404,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9405,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9406,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9407,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9408,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9409,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9410,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9411,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9412,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9413,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9414,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9415,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9416,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9417,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9418,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9419,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9420,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9421,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9422,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9423,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9424,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9425,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9426,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9427,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9428,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9429,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9430,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9431,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9432,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9433,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9434,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9435,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9436,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9437,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9438,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9439,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9440,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9441,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9442,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9443,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9444,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9445,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9446,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9447,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9448,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9449,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9450,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9451,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9452,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9453,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9454,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9455,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9456,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9457,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9458,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9459,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9460,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9461,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9462,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9463,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9464,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9465,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9466,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9467,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9468,EXCEPTION,Unresolved exception: UNKNOWN_TRANSACTION,UNKNOWN_TRANSACTION
TXN9469,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9470,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9471,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9472,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9473,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9474,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9475,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9476,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9477,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9478,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9479,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9480,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9481,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9482,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9483,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9484,EXCEPTION,Unresolved exception: MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN9485,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9486,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9487,REVIEW,Requires human review: PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT
TXN9488,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9489,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
TXN9490,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9491,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9492,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9493,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9494,REVIEW,Requires human review: DATE_MISMATCH,DATE_MISMATCH
TXN9495,MATCHED,Exact match or verified fee/refund adjustments,EXACT_MATCH
TXN9496,REVIEW,Requires human review: DUPLICATE_TRANSACTION,DUPLICATE_TRANSACTION
TXN9497,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9498,MATCHED,Exact match or verified fee/refund adjustments,REFUND_ADJUSTED
TXN9499,MATCHED,Exact match or verified fee/refund adjustments,FEE_ADJUSTED
TXN9500,EXCEPTION,Unresolved exception: AMOUNT_MISMATCH,AMOUNT_MISMATCH
